Nama Kampus,Sinta score
STAI Almuslim Bireun,0
Akademi Keperawatan Pemprov Bengkulu,0
STMIK Banten Jaya,0
STAI Bakti Negara brebes,0
Akademi Kebidanan Pemprov Bengkulu,0
Universitas 19 November Kolaka,0
Akademi Keperawatan Sapta Karya,0
Akademi Pariwisata Jakarta International Hotel,0
STMIK Kharisma Karawang,0
Akademi Kebidanan Muhammadiyah Cirebon,0
STAI Qomaruddin Gresik,0
Akademi Keperawatan Pemkab Sumedang,0
AKADEMI PERTANIAN HKTI BANYUMAS,0
Akademi Keuangan Dan Perbankan ICM Cantrika Mitra,0
Akademi Kebidanan Sapta Karya,0
Akademi Keperawatan Pemkab Indramayu,0
Akademi Keuangan Dan Perbankan ICM Cantrika Mitra,0
Akademi Kebidanan Sapta Karya,0
Akademi Keperawatan Pemkab Indramayu,0
Akademi Kebidanan Takasima Kabanjahe,0
Akademi Kebidanan Nadira,0
Akademi Kebidanan Citama Raya Depok,0
Akademi Keperawatan Pemkab Garut,0
STIKES Muhammadiyah Tasikmalaya,0
Akademi Kebidanan Mitra Syuhada Padangsidimpuan,0
Akademi Kebidanan Bhakti Mitra Husada,0
Disable -- Akademi Keperawatan Pemkab Subang,0
Xxx,0
Akademi Keperawatan Pangkalpinang,0
Akademi Kebidanan Suka Wangi Bekasi,0
Akademi Kebidanan Bina Husada Jember,0
AKTEK Radiodiagnostik & Radioterapi Muhammadiyah,0
Akademi Kebidanan Prima Jambi,0
Lembaga Layanan Pendidikan Tinggi Wilayah XVI,0
Akademi Kebidanan Darmais Padangsidimpuan,0
Akademi Kebidanan Syahida Komunika,0
Lembaga Layanan Pendidikan Tinggi Wilayah XVI,0
Akademi Kebidanan Darmais Padangsidimpuan,0
Akademi Kebidanan Syahida Komunika,0
Akademi Keperawatan Pemda Sengkang,0
Akademi Analis Kesehatan Pekanbaru,0
Akademi Kebidanan Pemkab Kendal,0
Sekolah Tinggi Bahasa Asing Buddhi,0
Akademi Kesehatan Lingkungan Mandala Waluya,0
Akademi Keperawatan Pemkab Ponorogo,0
Akademi Kebidanan Agung Husada,0
Akademi Kebidanan Bina Daya Husada,0
AKAFARMA Putra Indonesia Lampung,0
Akademi Pariwisata Nusantara Tangerang,0
Disable -- Akademi Keperawatan Lapatau Bone,0
STAI Al-Aziziyah Samalanga Bireun NAD,0
Akademi Keperawatan Pemkab Lumajang,0
STMIK Eresha,0
Disable -- Akademi Pariwisata Pertiwi,0
Akademi Kebidanan Bunda Auni Bogor,0
Akademi Keperawatan Pemkab Lamongan,0
Disable -- Akademi Pariwisata Pertiwi,0
Akademi Kebidanan Bunda Auni Bogor,0
Akademi Keperawatan Pemkab Lamongan,0
Akademi Sekretari & Manajemen Industri Budhi,0
Akademi Kebidanan Eunice Rajawali Binjai,0
Akademi Keperawatan PPNI Kendari,0
Akademi Keperawatan Pemkab Gresik,0
Akademi Kebidanan As-Syifa Kisaran,0
Akademi Kebidanan Medica Bakti Nusantara,0
Akademi Pariwisata Matoa,0
Badan Perencanaan Pembangunan Daerah Kabupaten Landak,0
Politeknik Manufaktur Timah,0
Akademi Kebidanan Hafshawaty Zainul Hasan Genggong,0
Akademi Farmasi Medika Nusantara,0
Akademi Kebidanan Bunda Serumpun,0
Asosiasi Ahli Administrasi Indonesia,0
Akademi Kebidanan Nusantara Jaya,0
AMIK Muhammadiyah Serang,0
Sekolah Tinggi Seni Indonesia Bandung,0
STMIK Raharja,0
AMIK Muhammadiyah Serang,0
Sekolah Tinggi Seni Indonesia Bandung,0
STMIK Raharja,0
Akademi Farmasi Muhammadiyah Cirebon,0
Akademi Kebidanan Tuti Rahayu,0
Sekolah Tinggi Teologi Marturia Tanjung Balai,0
Akademi Kebidanan Pemkab Bojonegoro,0
Akademi Bahasa Asing Budhi Tangerang,0
Akademi Keperawatan Arta Kaban Jahe,0
Disable -- Akademi Kebidanan Muhammadiyah Madiun,0
Akademi Kebidanan Bina Nusantara Mandiri,0
Akademi Akuntansi Perdana Mandiri,0
Raharja Enrichment Centre,0
Sekolah Tinggi Ilmu Kesehatan Panti Wilasa,0
Disable -- AKPER Tenaga Pembangunan Arjuna Laguboti,0
Akademi Kebidanan Bogor Husada,0
Disable -- Akademi Kebidanan Lapatau Bone,0
Disable -- Politeknik Halmahera,0
STT Bethany Balikpapan,0
Akademi Kebidanan Pemprov Bali singaraja,0
Akademi Perekam Medik Dan Infokes Imelda,0
Akademi Kebidanan Dewi Sartika Bandung,0
Akademi Kebidanan Berlian Nusantara,0
Akademi Kebidanan Mitra Husada Padang,0
STEI Tiara Rawamangun,0
Akademi Keperawatan Pemkab Belu,0
Akademi Kebidanan Kharisma Pangkal Perjuangan,0
Akademi Sekretari Dan Manajemen Pitaloka,0
Akademi Kebidanan Ibrahimy Situbondo,0
Sekolah Tinggi Ilmu Administrasi Al Gazali Soppeng,0
Akademi Sekretari Dan Manajemen Pitaloka,0
Akademi Kebidanan Ibrahimy Situbondo,0
Sekolah Tinggi Ilmu Administrasi Al Gazali Soppeng,0
Akademi Keperawatan Waikabubak Pemda Sumba Barat,0
The Association for the Teaching of English as a Foreign Language in Indonesia (TEFLIN),0
Sekolah Tinggi Ilmu Hukum Al Gazali Soppeng,0
Akademi Keperawatan Pemprov Kalbar di Sintang,0
Akademi Kebidanan Wahana Sehat Sidoarjo,0
STAI Al-Anwar Kuala Tungkal Jambi,0
Akademi Keperawatan Pemkab Ketapang,0
Akademi Keperawatan Pemkot Tegal,0
Akademi Keperawatan Bina Husada Tebing Tinggi,0
Akademi Farmasi Sandi Karsa,0
Akademi Keperawatan PPNI Jawa Barat,0
Akademi Keperawatan Pemprov Jawa Tengah,0
Akademi Keperawatan Mamba ul Ulum Surakarta,0
Akademi Keperawatan Sehat Binjai,0
Disable -- Akademi Kebidanan Al-Fathonah,0
Akademi Kebidanan Sukawati Lawang,0
Akademi Keperawatan Murakata Barabai,0
Akademi Keperawatan Malahayati Medan,0
Akademi Kebidanan Medica Obgin,0
Akademi Kebidanan Dian Harapan,0
--disable--Akademi Akuntansi Dan Manajemen Pembangunan,0
Akademi Keperawatan Pemprov Kaltim,0
Disable -- Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Kendal,0
Akademi Kebidanan Surya Sehat,0
Akademi Kebidanan Inau,0
Akademi Kebidanan Dr Soebandi,0
"STAI YPI Baturaja, OKU, Sumatera Selatan",0
Akademi Keperawatan Pemkab Wajo Prov. Sulawesi Selatan,0
Akademi Keperawatan Aisyiyah Bandung,0
Disabled -- Akademi Manajemen Informatika dan Komputer Imelda,0
Akademi Pariwisata Krisanti Widya Mandiri,0
Akademi Kebidanan Brawijaya Husada,0
Akademi Kebidanan Sumber Kasih Enrekang,0
Akademi Kebidanan Pelita Andalas,0
Akademi Keperawatan Anging Mammiri Pemprov Sulsel,0
Disable -- Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Batang,0
Akademi Keperawatan Pemkot Tegal,0
Akademi Keperawatan Pemkab Kolaka,0
Akademi Kebidanan Bakti Utama Pati,0
Akademi Kebidanan Cipta Daya Husada,0
STMIK Abulyatama,0
STAI Terpadu Modern Sahid Bogor,0
Akademi Keperawatan Pemkab Muna,0
Akademi Pariwisata Bogor BHI,0
Akademi Keperawatan RSU Herna,0
Akademi Kebidanan Imam Bonjol,0
Akademi Keperawatan Pemkab Konawe,0
Balai Besar Pelatihan Kesehatan Jakarta,0
Akademi Kebidanan Bina Sejahtera Ameta,0
Akademi Kebidanan Suluh Bangsa,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Al-Khairiyah,0
Akademi Kebidanan Masamba,0
Akademi Keperawatan Pemkab Donggala,0
Akademi Kebidanan Permata Delima,0
Akademi Kebidanan Mayapada Gading Persada,0
Akademi Kebidanan Sumatera Barat,0
Akademi Keperawatan Luwuk,0
Akademi Perpajakan Padang (AKAP) Bekasi,0
Disable -- Universitas Pembangunan Nasional Veteran Jatim,0
Akademi Kebidanan Anindya,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Panca Bhakti Palu,0
Akademi Keperawatan Pemda Toli-Toli,0
Sekolah Tinggi Ilmu Ekonomi Swadaya,0
Akademi Kebidanan Widya Karsa Jayakarta,0
Akademi Keperawatan Pemkab Belitung,0
Sekolah Tinggi Teknik Bina Cendikia,0
Akademi Keperawatan Pemda Kabupaten Serang,0
Akademi Keperawatan Pemprov Jawa Tengah,0
Disable -- Akademi Farmasi Yayasan Tenaga Pembangunan Arjuna Laguboti,0
Akademi Kebidanan YPDR,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Amsir Pare-pare,0
Akademi Kebidanan Haji Amirullah,0
Akademi Keperawatan YPSBR Muara Bulian,0
Akademi Keperawatan Pemkab Kotawaringin Timur Kalteng,0
Akademi Keperawatan Sari Mutiara Medan,0
--disable--Akademi Kebidanan Prestasi Agung,0
IAIN Sunan Ampel (Tidak Aktif),0
Akademi Keperawatan Sari Mutiara Medan,0
--disable--Akademi Kebidanan Prestasi Agung,0
IAIN Sunan Ampel (Tidak Aktif),0
STKIP Yapti Jeneponto,0
Akademi Analis Kesehatan Bakti Asih,0
Disabled -- Sekolah Tinggi Ilmu Kesehatan Panti Wilasa,0
Akademi Keperawatan Syuhada Padangsidempuan,0
Akademi Komunikasi The Next Academy,0
Akademi Kebidanan Putri Bangsa Pariaman,0
Akademi Minyak dan Gas Bumi (STEM),0
Akademi Kebidanan Karsa Husada Garut,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Media Nusantara Citra,0
Politeknik Kesehatan Borneo Citra Medika,0
Akademi Kebidanan Mitra Persahabatan,0
Sekolah Tinggi Ilmu Kesehatan Garut,0
Sekolah Tinggi Ilmu Komunikasi Manado,0
Sekolah Tinggi Ilmu Psikologi Harapan Bangsa,0
Disable -- Sekolah Tinggi Ilmu Ekonomi St Pignatelli,0
Akademi Kebidanan Bambapuang Prima Persada,0
Sekolah Tinggi Teologia Kabar Baik,0
Akademi Pariwisata Makassar,0
Akademi Kebidanan Aisyiyah Bandung,0
Ikatan Ilmuwan Internasional Singapura,0
Akademi Sekretaris Dan Manajemen Laksi-31,0
STAI Al-Mahdi Fakfak,0
Ikatan Ilmuwan Internasional Korea Selatan,0
Politeknik Batam,0
Akademi Keperawatan Rumah Sakit Jakarta,0
Akademi Kebidanan Reformasi,0
-,0
Ikatan Ilmuwan Internasional Belanda,0
Politeknik Profesional Mandiri,0
Akademi Keperawatan As-Syafi iyah Bekasi,0
Akademi Kebidanan Graha Rabita Anugerah,0
STKIP Muhammadiyah Aceh Tengah,0
Ikatan Ilmuwan Internasional Britania Raya,0
Politeknik Kediri,0
Akademi Akuntansi dan Komputer Stephen Jambi,0
Akademi Perikanan Bitung,0
Politeknik Telkom,0
Ikatan Ilmuwan Internasional Denmark,0
Politeknik Tugu 45 Medan,0
Akademi Keperawatan Hang Tuah Jakarta,0
Universitas Pelita Harapan Surabaya,0
Politeknik 17 Agustus 1945 Surabaya,0
Akademi Keperawatan Pelamonia Kesdam VII/ Wirabuana,0
Akademi Perikanan Sidoarjo,0
Ikatan Ilmuwan Internasional Perancis (Metropolitan),0
Sekolah Tinggi Ilmu Ekonomi Budi Utomo Manado,0
Disable -- Akademi Keperawatan Bala Keselamatan,0
Ikatan Ilmuwan Internasional Perancis (Metropolitan),0
Sekolah Tinggi Ilmu Ekonomi Budi Utomo Manado,0
Disable -- Akademi Keperawatan Bala Keselamatan,0
Ikatan Ilmuwan Internasional Hongaria,0
Institut Attaqwa KH. Noer Alie Bekasi,0
Politeknik Trijaya Krama,0
Sekolah Tinggi Teknologi Ar-rahmah Cianjur,0
Ikatan Ilmuwan Internasional Turki,0
Akademi Keperawatan Pragolopati,0
Politeknik Yanada,0
Ikatan Ilmuwan Internasional Spanyol,0
STMIK U budiyah Indonesia,0
Akademi Farmasi Hang Tuah Jakarta,0
STMIK Bahrul  ulum Jombang,0
Akademi Fisioterapi ST Lukas Tomohon,0
Sekolah Tinggi Teknologi Nasional Bandung,0
Ikatan Ilmuwan Internasional Bulgaria,0
Akademi Analis Kesehatan Theresiana,0
Politeknik IT&B Medan,0
Akademi Teknik Gigi Hang Tuah Jakarta,0
Sekolah Tinggi Teknik Cikarang,0
Disable - Balai Pengkajian Teknologi Pertanian (BPTP) Yogyakarta,0
Ikatan Ilmuwan Internasional Benin,0
AKBID Wira Husada Nusantara,0
Sekolah Tinggi Ilmu Ekonomi Canda Bhirawa,0
Ikatan Ilmuwan Internasional Brunei,0
Inkubasi Kreasi dan Inovasi Telematika Semarang,0
Akademi Keperawatan RSU FK-UKI,0
Disable -- Politeknik Kridatama Bandung,0
Akademi Tenaga Kesehatan Baubau,0
Akademi Keperawatan RSU FK-UKI,0
Disable -- Politeknik Kridatama Bandung,0
Akademi Tenaga Kesehatan Baubau,0
STAI Ngawi Jawa Timur,0
Ikatan Ilmuwan Internasional Myanmar,0
STMIK Matuari,0
Sekolah Tinggi Ilmu Kesehatan Bakti Indonesia,0
Ikatan Ilmuwan Internasional Afrika Selatan,0
Disabled -- Akademi Fisioterapi Widya Husada,0
Universitas Kejuangan 45 Jakarta,0
Akademi Pariwisata Sinar Surya,0
Disable -- STIKES Bumi Persada Lhokseumawe,0
STAI Pangeran Diponegoro Nganjuk Jawa Timur,0
Sekolah Tinggi Teologi Bethany Surabaya,0
Ikatan Ilmuwan Internasional Uni Emirat Arab,0
--Disable-- Akademi Farmasi Nusaputera Semarang,0
STMIK Sisingamangaraja XII,0
Disable -- STIKES Getsempena Lhoksukon,0
STAI Raden Qosim Lamongan,0
Ikatan Ilmuwan Internasional Finlandia,0
er,0
Akademi Kebidanan Graha Mandiri Cilacap,0
Disable -- Akademi Kesehatan Swakarsa Jakarta,0
STIKES Bina Nusantara,0
Ikatan Ilmuwan Internasional Selandia Baru,0
Kantor Diklat dan Litbang Kabupaten Demak,0
Disable -- Sekolah Tinggi Teknologi Banten,0
STIKES Bina Bangsa Kuala Simpang,0
STKIP Arastamar di Tangerang,0
Disable -- Sekolah Tinggi Manajemen Informatika dan Komputer Lembah Dempo,0
Ikatan Ilmuwan Internasional Argentina,0
litbang sragen,0
Sekolah Tinggi Ilmu Hukum Damarica Palopo,0
Ikatan Ilmuwan Internasional Norwegia,0
Kantor Ristekin Kota Pekalongan,0
Akademi Keperawatan Ngudi Waluyo Ungaran,0
STMIK LPKIA Bandung,0
Universitas Karya Dharma Makassar,0
Ikatan Ilmuwan Internasional Arab Saudi,0
Akademi Kebidanan Soko Tunggal,0
Universitas Karya Dharma Makassar,0
Ikatan Ilmuwan Internasional Arab Saudi,0
Akademi Kebidanan Soko Tunggal,0
Universitas Timbul Nusantara,0
Akademi Kebidanan Yayasan Rumah Sakit Jakarta,0
Politeknik Komputer Niaga Lpkia,0
Akademi Teknologi Patriot,0
Ikatan Ilmuwan Internasional Rusia,0
Kantor Litbang Iptek Kabupaten Wonogiri,0
Akademi Farmasi Mahadhika,0
"STAI Madina (STAIM) Panyabungan, Mandailing Natal, Sumatera Utara",0
Sekolah Tinggi Teologi Biwara Wacana,0
Ikatan Ilmuwan Internasional Filipina,0
Ma'had Aly Idrisiyyah,0
Ikatan Ilmuwan Internasional Italia,0
Litbang Iptek Kabupaten Wonogiri,0
Sekolah Tinggi Ilmu Ekonomi Dharma Iswara,0
Akademi Komunikasi Radio Dan Televisi Hutama,0
Ikatan Ilmuwan Internasional Korea Utara,0
ASEAN Committee on Science and Technology,0
Akademi Komunikasi Radio Dan Televisi Hutama,0
Ikatan Ilmuwan Internasional Korea Utara,0
ASEAN Committee on Science and Technology,0
"Kantor Riset, Teknologi dan Inovasi Kota Pekalongan",0
Akademi Kebidanan Jayakarta Sehat,0
Sekolah Tinggi Teknik Multimedia Cendikia Abditama,0
Ikatan Ilmuwan Internasional Swiss,0
Disable -- Politeknik Bisnis Mayasari,0
Balai Penelitian dan Pengembangan Agama Semarang,0
Sekolah Tinggi Ilmu Ekonomi Islamiyah,0
Akademi Sekretari Manajemen Nusantara,0
Ikatan Ilmuwan Internasional Luxembourg,0
Sekolah Tinggi Agama Islam Al-Hikmah Tebing Tinggi,0
Politeknik Ma arif,0
Politeknik Muhammadiyah Yogyakarta,0
AMIK Indonesia,0
Ikatan Ilmuwan Internasional Republik Rakyat Cina,0
Disable -- Politeknik Karya Persada Muna,0
Sekolah Tinggi Ilmu Ekonomi Rizky,0
Akademi Pariwisata Muhammadiyah Banda Aceh,0
Ikatan Ilmuwan Internasional Thailand,0
Sekolah Tinggi Ilmu Hukum Deli Sumatera,0
Puslitbang Perum Perhutani,0
STMIK Surabaya,0
Sekolah Tinggi Seni Rupa dan Desain Indonesia Bandung,0
Ikatan Ilmuwan Internasional Albania,0
STMIK Cikarang,0
Ikatan Ilmuwan Internasional Polandia,0
Sekolah Tinggi Ilmu Ekonomi Deli Sumatera,0
Akademi Kebidanan Kudus,0
Ikatan Ilmuwan Internasional Uganda,0
Akademi Bisnis dan Keuangan Primaniyarta,0
Pendidikan dan Pengajaran Agama Katolik,0
Akademi Pariwisata Bhakti Nusantara,0
STISI Bandung,0
Ikatan Ilmuwan Internasional Austria,0
Sekolah Tinggi Ilmu Komunikasi Wangsa Jaya,0
Akademi Perikanan Dan Ilmu Kelautan,0
Ikatan Ilmuwan Internasional Romania,0
Sekolah Tinggi Teologi Bina Muda Wirawan Wonogiri,0
Akademi Perikanan Dan Ilmu Kelautan,0
Ikatan Ilmuwan Internasional Romania,0
Sekolah Tinggi Teologi Bina Muda Wirawan Wonogiri,0
Akademi Keperawatan Mitra Keluarga Jakarta,0
Disabled -- STKIP PGRI Banjarmasin,0
Ikatan Ilmuwan Internasional Kamboja,0
Disabled -- Sekolah Tinggi Ilmu Ekonomi Urip Sumohardjo,0
Disable -- Sekolah Tinggi Ilmu Administrasi Bina Taruna,0
Sekolah Tinggi Bahasa Asing Dinamik,0
Ikatan Ilmuwan Internasional Yordania,0
Sekolah Tinggi Ilmu Ekonomi AKPI,0
Ikatan Ilmuwan Internasional Australia,0
Sekolah Tinggi Ilmu Ekonomi Pariwisata Satya Widya,0
STKIP PGRI Pontianak,0
Ikatan Ilmuwan Internasional Irlandia,0
Akademi Komunitas Palembang,0
Sekolah Tinggi Ilmu Kesehatan Aisyiyah Yogyakarta,0
Ikatan Ilmuwan Internasional Senegal,0
Akademi Kebidanan Nurul Hasanah,0
"--disable--STAI Al-Azhar Lubuklinggau, Sumatera Selatan",0
AMIK Lamappapoleonro Soppeng,0
Ikatan Ilmuwan Internasional Lithuania,0
Universitas Sutomo,0
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Pringsewu,0
STKIP Tri Bhuwana,0
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Samarinda,0
Sekolah Tinggi Ilmu Ekonomi Soemita Adikoesoema,0
Ikatan Ilmuwan Internasional Meksiko,0
Sekolah Tinggi Ilmu Hukum Pengayoman,0
Sekolah Tinggi Ilmu Komunikasi Mahakam,0
Ikatan Ilmuwan Internasional Meksiko,0
Sekolah Tinggi Ilmu Hukum Pengayoman,0
Sekolah Tinggi Ilmu Komunikasi Mahakam,0
Akademi Kebidanan Medica Putro Bungsu,0
STMIK Sultan Agung Pamitran,0
Jurnal Penelitian Pengelolaan Daerah Aliran Sungai (Journal of Watershed Management Research),0
Ikatan Ilmuwan Internasional Amerika Serikat,0
Institut Ilmu Sosial dan Ilmu Budaya Samawa Rea,0
Akademi Kebidanan Nadhirah,0
Balai Riset dan Standardisasi Industri Banjarbaru,0
STMIK Abdi Negara,0
Ikatan Ilmuwan Internasional Monako,0
Akademi Keperawatan Yayasan Dharma Bhakti Jakarta,0
Sekolah Tinggi Ilmu Administrasi Denpasar,0
"Disable -- STAI Darussalam Martapura, Kalimantan Selatan",0
STIKES HMS Bintaro,0
Ikatan Ilmuwan Internasional Vatikan,0
Akademi Fisioterapi Universitas Kristen Indonesia,0
Disable -- Sekolah Tinggi Manajemen Informatika dan Komputer Ichsan Gorontalo,0
Disable -- Akademi Fisioterapi Widya Husada Semarang,0
Ikatan Ilmuwan Internasional Malta,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Pertiba,0
Disabled -- Sekolah Tinggi Ilmu Kesehatan (STIKES) Widya Husada Semarang,0
Ikatan Ilmuwan Internasional Maladewa,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Kridatama Bandung,0
Disable -- STKIP Muhammadiyah Sampit,0
AMIK Masa Depan,0
Ikatan Ilmuwan Internasional Bahrain,0
Pusat Mata Nasional Rumah Sakit Mata Cicendo Bandung,0
Akademi Kebidanan Gayo Lues,0
Ikatan Ilmuwan Internasional Bahrain,0
Pusat Mata Nasional Rumah Sakit Mata Cicendo Bandung,0
Akademi Kebidanan Gayo Lues,0
"STAI Siti Khadijah Muara Teweh Barito Utara, Kalimantan Tengah",0
Ikatan Ilmuwan Internasional Bangladesh,0
Sekolah Tinggi Hukum YNI,0
Disable -- Sekolah Tinggi Ilmu Hukum Pertiba Pangkalpinang,0
Politeknik Swadharma,0
Sekolah Tinggi Ilmu Hukum Lamaddukelleng,0
Akademi Kebidanan Adhira Mustika Gayo,0
Disable -- Sekolah Tinggi Ilmu Komputer Al-khairiyah,0
Sekolah Tinggi Agama Kristen PAIS Batam,0
Ikatan Ilmuwan Internasional Taiwan,0
STT Rhema Salatiga,0
Akademi Manajemen Rumah Sakit Kusuma Husada,0
Sekolah Tinggi Ilmu Ekonomi Swadaya Medan,0
STKIP Purnama,0
Politeknik Bunda Kandung,0
Disable -- Sekolah Tinggi Ilmu Hukum Lubuk Sikaping,0
Akademi Kebidanan Bunga Bangsa Idi,0
"STIS Samarinda, Kalimantan Timur",0
AMIK BK3,0
Ikatan Ilmuwan Internasional Nauru,0
Disable -- Akademi Kebidanan Abdi Husada,0
Politeknik Tugu Jakarta,0
Disable -- STIKES Sebelas April Sumedang,0
Sekolah Tinggi Ilmu Manajemen Sumbar,0
Ikatan Ilmuwan Internasional Mauritius,0
--disable--Akademi Keperawatan Yappi Sragen,0
Sekolah Tinggi Ilmu Hukum Swadaya,0
Ikatan Ilmuwan Internasional Mauritius,0
--disable--Akademi Keperawatan Yappi Sragen,0
Sekolah Tinggi Ilmu Hukum Swadaya,0
Ikatan Ilmuwan Internasional San Marino,0
Akademi Kebidanan Dulang Mas,0
Akademi Kebidanan Karsa Mulia,0
Sekolah Tinggi Ilmu Manajemen Amkop,0
Disabled -- Sekolah Tinggi Ilmu Ekonomi Lamappapoleonro,0
Akademi Kebidanan Pidie Jaya,0
Ikatan Ilmuwan Internasional Tuvalu,0
Disable -- Akademi Keperawatan Krida Husada,0
Akademi Perekam Medik & Info Kes Citra Medika,0
Disable -- STKIP Hamzanwadi,0
Disable -- Sekolah Tinggi Ilmu Hukum Amsir,0
Sekolah tinggi Teknologi Tekstil Bandung,0
Politeknik AKMB Bandung,0
Ikatan Ilmuwan Internasional Lebanon,0
Akademi Bahasa Asing RA Kartini Surakarta,0
Disable -- Sekolah Tinggi Perkebunan Lampung,0
Politeknik Soca,0
Disable -- Sekolah Tinggi Bahasa Asing JIU,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Sumbar,0
Akademi Kebidanan Medika Sri Tamiang,0
Ikatan Ilmuwan Internasional Belgia,0
Sekolah Tinggi Ilmu Hukum Benteng Huraba,0
Sekolah Tinggi Ilmu Sosial Dan Politik Mbojo,0
Akademi Kebidanan Muhammadiyah Banda Aceh,0
Akademi Kimia Analisis,0
Ikatan Ilmuwan Internasional India,0
Akademi Farmasi Theresiana Semarang,0
Akademi Keperawatan Abulyatama,0
Ikatan Ilmuwan Internasional Kepulauan Marshall,0
Akademi Kebidanan Perwira Husada Purwokerto,0
STMIK Indonesia Jakarta,0
Disable -- Sekolah Tinggi Ilmu Hukum Muhammadiyah Bima,0
Akademi Teknik Industri Makassar,0
Politeknik Garuda Nusantara Bandung,0
Ikatan Ilmuwan Internasional Rwanda,0
Akademi Kebidanan Bhakti Pertiwi Pemalang,0
Disable -- Akademi Kesehatan Lingkungan Jabal Ghafur,0
"--disable-- STAI Muara Bulian Batanghari, Jambi",0
Disable -- STKIP La Tansa Mashiro,0
Ikatan Ilmuwan Internasional El Salvador,0
Disabled -- Akademi Kebidanan Ar-Rum Salatiga,0
STAI Muhammadiyah Bandung,0
Ikatan Ilmuwan Internasional Komoro,0
Akademi Kebidanan Citra Medika Surakarta,0
Disable -- Sekolah Tinggi Ilmu Kesehatan Duta Gama Klaten,0
STKIP Dharma Wacana,0
Sekolah Tinggi Ilmu Administrasi Mandala Indonesia,0
Sekolah Tinggi Ilmu Ekonomi Bina Bangsa,0
Sekolah Tinggi Ilmu Ekonomi Nasional,0
Akademi kebidanan Meuligoe Nur Amin,0
Ikatan Ilmuwan Internasional Sri Lanka,0
Akademi Kebidanan Bhakti Nusantara Salatiga,0
Disable -- Sekolah Tinggi Bahasa Asing Yunisla Bandar Lampung,0
Sekolah Tinggi Teknologi Muhammadiyah Karawang,0
UNIVERSITAS PGRI ADI BUANA KAMPUS BLITAR,0
Sekolah Tinggi Ilmu Bahasa Asing Palangka Raya,0
STMIK Serang,0
Disable -- STMIK Parnaraya,0
Akademi Teknik Elektromedik Kupula Aceh,0
Ikatan Ilmuwan Internasional Saint Vincent dan Grenadines,0
Disable -- STMIK Tunas Bangsa,0
STMIK Proactive,0
STKIP YPM Bangko,0
Sekolah Tinggi Ilmu Ekonomi Serang,0
Ikatan Ilmuwan Internasional Haiti,0
Akademi Kebidanan YPBHK Brebes,0
Disable -- Sekolah Tinggi Ilmu Hukum Serasan Muara Enim,0
STIP Graha Karya,0
Akademi Fisioterapi Muhammadiyah Aceh,0
Sekolah Tinggi Teologi Istto Hikmat Wahyu,0
Ikatan Ilmuwan Internasional Saint Lucia,0
Ikatan Ilmuwan Internasional Grenada,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Prasetiya Mandiri Lampung,0
-,0
STMIK Pelita Nusantara Yogyakarta,0
Sekolah Tinggi Penyuluhan Pertanian Malang,0
Disable -- Sekolah Tinggi Keguruan dan Ilmu Pendidikan Media Nusantara Citra,0
STMIK Pelita Nusantara Yogyakarta,0
Sekolah Tinggi Penyuluhan Pertanian Malang,0
Disable -- Sekolah Tinggi Keguruan dan Ilmu Pendidikan Media Nusantara Citra,0
Ikatan Ilmuwan Internasional Vietnam,0
Sekolah Tinggi Ilmu Ekonomi Ibnusina,0
Sekolah Tinggi Teologi Pantekosta Poso,0
STIKES Muhammadiyah Tangerang,0
Ikatan Ilmuwan Internasional Jamaika,0
Disable -- STIMIK Pro Visi,0
STISIP Pusaka Nusantara,0
Universitas PGRI Adi Buana PSDKU Lamongan,0
STIKES Muhammadiyah Banjarmasin,0
Ikatan Ilmuwan Internasional Trinidad dan Tobago,0
Sekolah Tinggi Ilmu Bahasa (STIBA) Hita Widya Singaraja,0
Ikatan Ilmuwan Internasional Liechtenstein,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Satu Nusa,0
Sekolah Tinggi Hukum Indonesia Jakarta,0
Akademi Keperawatan Kharisma,0
Ikatan Ilmuwan Internasional Pakistan,0
Ikatan Ilmuwan Internasional Nepal,0
Akademi Keperawatan Kharisma,0
Ikatan Ilmuwan Internasional Pakistan,0
Ikatan Ilmuwan Internasional Nepal,0
Sekolah Tinggi Ilmu Ekonomi Tricom,0
Sekolah Tinggi Ilmu Sosial dan Politik Muhammadiyah Sinjai,0
Ikatan Ilmuwan Internasional Sao Tome dan Principe,0
Badan Riset dan Inovasi Daerah Kabupaten Kutai Kartanegara,0
Sekolah Tinggi Ilmu Hukum Muhammadiyah Kotabumi,0
Ikatan Ilmuwan Internasional Republik Dominika,0
Disable -- Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Klaten,0
STMIK Samudra Bitung,0
